Model,Reaction_ID,Reaction_Name,Reaction_Equation,Subsystem,Genes,Gene_Rules,Reversible,FBA_Flux,pFBA_Flux,Flux_Change,Abs_Flux_Change,Percent_Change,Is_Cycling_Candidate
HSD,MAR01317,"NAD Dependent 11-Hydroxythromboxane B2 Dehydrogenase","11-dehydro-thromboxane B2 [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] <=> NAD+ [Cytosol][c] + thromboxane B2 [Cytosol][c]","Prostaglandin biosynthesis",,,1,0,0,0,0,0,0
HSD,MAR01673,"","7alpha-hydroxycholest-4-en-3-one [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] => 7alpha-hydroxy-5beta-cholestan-3-one [Cytosol][c] + NADP+ [Cytosol][c]","Bile acid biosynthesis",Akr1B,Akr1B,0,0,0,0,0,0,0
HSD,MAR01678,"","7alpha-hydroxy-5beta-cholestan-3-one [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] => 5beta-cholestane-3alpha,7alpha-diol [Cytosol][c] + NAD+ [Cytosol][c]","Bile acid biosynthesis",Akr1B,Akr1B,0,0,0,0,0,0,0
HSD,MAR01681,"","5beta-cholestane-3alpha,7alpha-diol [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 5beta-cholestane-3alpha,7alpha,26-triol [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Bile acid biosynthesis",Cyp12b2,Cyp12b2,0,0,0,0,0,0,0
HSD,MAR01684,"","3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] <=> 5beta-cholestane-3alpha,7alpha,26-triol [Cytosol][c] + NAD+ [Cytosol][c]","Bile acid biosynthesis",Fdh,Fdh,1,0,0,0,0,0,0
HSD,MAR01692,"","3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c] <=> 3alpha,7alpha-dihydroxy-5beta-cholestanate [Cytosol][c] + 2 H+ [Cytosol][c] + NADH [Cytosol][c]","Bile acid biosynthesis",Aldh; Aldh-III,Aldh or Aldh-III,1,0,0,0,0,0,0
HSD,MAR01838,"","2 H+ [Cytosol][c] + lithocholate [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => H2O [Cytosol][c] + hyodeoxycholate [Cytosol][c] + NADP+ [Cytosol][c]","Bile acid biosynthesis",Cyp9f2,Cyp9f2,0,0,0,0,0,0,0
HSD,MAR03992,"","2 ferricytochrome B5 [Cytosol][c] + NADH [Cytosol][c] <=> 2 ferrocytochrome B5 [Cytosol][c] + H+ [Cytosol][c] + NAD+ [Cytosol][c]","Nicotinate and nicotinamide metabolism",CG5946,CG5946,1,0,0,0,0,0,0
HSD,MAR04260,"","ATP [Cytosol][c] + deamido-NAD [Cytosol][c] + glutamine [Cytosol][c] + H2O [Cytosol][c] => AMP [Cytosol][c] + glutamate [Cytosol][c] + H+ [Cytosol][c] + NAD+ [Cytosol][c] + PPi [Cytosol][c]","Nicotinate and nicotinamide metabolism",Nadsyn,Nadsyn,0,0,0,0,0,0,0
HSD,MAR04261,"","ATP [Cytosol][c] + deamido-NAD [Cytosol][c] + NH3 [Cytosol][c] => AMP [Cytosol][c] + NAD+ [Cytosol][c] + PPi [Cytosol][c]","Nicotinate and nicotinamide metabolism",Nadsyn,Nadsyn,0,1.40107592727168,1.39967485134443,0.00140107592724292,0.00140107592724292,0.0999999999979478,0
HSD,MAR04269,"","ATP [Cytosol][c] + NAD+ [Cytosol][c] => ADP [Cytosol][c] + H+ [Cytosol][c] + NADP+ [Cytosol][c]","Nicotinate and nicotinamide metabolism",CG33156; CG8080; NADK,CG33156 or CG8080 or NADK,0,0.700537963635837,0.699837425672204,0.000700537963633563,0.000700537963633563,0.0999999999996753,0
HSD,MAR04270,"","H2O [Cytosol][c] + NADP+ [Cytosol][c] => NAD+ [Cytosol][c] + Pi [Cytosol][c]","Nicotinate and nicotinamide metabolism",CG1637; CG6656; primo-1; primo-2,CG1637 or CG6656 or primo-1 or primo-2,0,0,0,0,0,0,0
HSD,MAR08349,"","D-glucurono-6,3-lactone [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c] => D-glucarate [Cytosol][c] + 3 H+ [Cytosol][c] + NADH [Cytosol][c]","Ascorbate and aldarate metabolism",Aldh; Aldh-III,Aldh or Aldh-III,0,0,0,0,0,0,0
HSD,MAR06631,"","NAD+ [Cytosol][c] + retinol [Cytosol][c] => H+ [Cytosol][c] + NADH [Cytosol][c] + retinal [Cytosol][c]","Retinol metabolism",CG8888,CG8888,0,0,0,0,0,0,0
HSD,MAR06638,"","11-cis-retinal [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] <=> 11-cis-retinol [Cytosol][c] + NAD+ [Cytosol][c]","Retinol metabolism",CG8888,CG8888,1,1000,98.4537324768172,901.546267523183,901.546267523183,90.1546267523183,1
HSD,MAR06644,"","9-cis-retinal [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] <=> 9-cis-retinol [Cytosol][c] + NAD+ [Cytosol][c]","Retinol metabolism",CG8888,CG8888,1,0.0700537963635952,0.0699837425672202,7.00537963749942e-05,7.00537963749942e-05,0.100000000016272,0
HSD,MAR06657,"","H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] + retinoate [Cytosol][c] => 18-hydroxy-all-trans-retinoate [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",Cyp9f2,Cyp9f2,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR08699,"","13-cis-retinal [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c] <=> 13-cis-retinoate [Cytosol][c] + 2 H+ [Cytosol][c] + NADPH [Cytosol][c]","Retinol metabolism",,,1,-0.840645556363029,-0.839804910806643,-0.000840645556386188,0.000840645556386188,-0.100000000002755,0
HSD,MAR08709,"","11-cis-retinal [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] <=> 11-cis-retinol [Cytosol][c] + NADP+ [Cytosol][c]","Retinol metabolism",CG8888,CG8888,1,-999.579677221819,-98.0338300214139,-901.545847200405,901.545847200405,-90.1924946799755,1
HSD,MAR04559,"","5-hydroxyindoleacetaldehyde [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c] => 5-hydroxyindoleacetate [Cytosol][c] + 2 H+ [Cytosol][c] + NADH [Cytosol][c]","Serotonin and melatonin biosynthesis",Aldh; Aldh-III,Aldh or Aldh-III,0,0,0,0,0,0,0
HSD,MAR04561,"","5-hydroxyindoleacetaldehyde [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] <=> 5-hydroxytryptophol [Cytosol][c] + NADP+ [Cytosol][c]","Serotonin and melatonin biosynthesis",Fdh,Fdh,1,0,0,0,0,0,0
HSD,MAR08613,"","2 aquacob(III)alamin [Cytosol][c] + NADH [Cytosol][c] => 2 cob(II)alamin [Cytosol][c] + H+ [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Vitamin B12 metabolism",,,0,0.350268981817919,0.349918712836101,0.000350268981817892,0.000350268981817892,0.0999999999999922,0
HSD,MAR02129,"","calcidiol [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 23s,25-dihydroxyvitamin D3 [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Vitamin D metabolism",Coq6,Coq6,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02131,"","23s,25-dihydroxyvitamin D3 [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] => 23S,25,26-trihydroxyvitamin D3 [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c]","Vitamin D metabolism",Coq6,Coq6,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02137,"","calcidiol [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => (24R)-24,25-dihydroxycalciol [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Vitamin D metabolism",Cyp49a1,Cyp49a1,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02138,"","calcidiol [Mitochondria][m] + H+ [Mitochondria][m] + NADPH [Mitochondria][m] + O2 [Mitochondria][m] => (24R)-24,25-dihydroxycalciol [Mitochondria][m] + H2O [Mitochondria][m] + NADP+ [Mitochondria][m]","Vitamin D metabolism",Cyp49a1,Cyp49a1,0,0.140107592727168,0.13996748513444,0.000140107592727173,0.000140107592727173,0.100000000000004,0
HSD,MAR02139,"","(24R)-24,25-dihydroxycalciol [Cytosol][c] + H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] => calcitetrol [Cytosol][c] + H2O [Cytosol][c] + NAD+ [Cytosol][c]","Vitamin D metabolism",Cyp49a1,Cyp49a1,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02140,"","(24R)-24,25-dihydroxycalciol [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + O2 [Mitochondria][m] => calcitetrol [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m]","Vitamin D metabolism",Cyp49a1,Cyp49a1,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02142,"","calcitetrol [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 24-oxo-1alpha,25-dihydroxyvitamin D3 [Cytosol][c] + 2 H2O [Cytosol][c] + NADP+ [Cytosol][c]","Vitamin D metabolism",Coq6,Coq6,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02143,"","calcitetrol [Mitochondria][m] + H+ [Mitochondria][m] + NADPH [Mitochondria][m] + O2 [Mitochondria][m] => 24-oxo-1alpha,25-dihydroxyvitamin D3 [Mitochondria][m] + 2 H2O [Mitochondria][m] + NADP+ [Mitochondria][m]","Vitamin D metabolism",Coq6,Coq6,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02144,"","24-oxo-1alpha,25-dihydroxyvitamin D3 [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c] + O2 [Cytosol][c] => 24-oxo-1alpha,23,25-trihydroxyvitamin D3 [Cytosol][c] + H2O [Cytosol][c] + NADP+ [Cytosol][c]","Vitamin D metabolism",Coq6,Coq6,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR02145,"","24-oxo-1alpha,25-dihydroxyvitamin D3 [Mitochondria][m] + H+ [Mitochondria][m] + NADPH [Mitochondria][m] + O2 [Mitochondria][m] => 24-oxo-1alpha,23,25-trihydroxyvitamin D3 [Mitochondria][m] + H2O [Mitochondria][m] + NADP+ [Mitochondria][m]","Vitamin D metabolism",Coq6,Coq6,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06436,"","5-carboxy-alpha-chromanol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => 3-carboxy-alpha-chromanol [Mitochondria][m] + AMP [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m] + propanoyl-CoA [Mitochondria][m]","Vitamin E metabolism",Echs1; Fatp1; scu; yip2,Echs1 or Fatp1 or scu or yip2,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06453,"","5-carboxy-gamma-chromanol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => AMP [Mitochondria][m] + gamma-carboxyethyl-hydroxychroman [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m] + propanoyl-CoA [Mitochondria][m]","Vitamin E metabolism",Echs1; Fatp1; scu; yip2,Echs1 or Fatp1 or scu or yip2,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06470,"","13-carboxy-gamma-tocopherol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => 11-carboxy-gamma-chromanol [Mitochondria][m] + AMP [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m] + propanoyl-CoA [Mitochondria][m]","Vitamin E metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06471,"","11-carboxy-gamma-chromanol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => 9-carboxy-gamma-chromanol [Mitochondria][m] + acetyl-CoA [Mitochondria][m] + AMP [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m]","Vitamin E metabolism",Echs1; Fatp1; scu; yip2,Echs1 or Fatp1 or scu or yip2,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06472,"","9-carboxy-gamma-chromanol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => 7-carboxy-gamma-chromanol [Mitochondria][m] + AMP [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m] + propanoyl-CoA [Mitochondria][m]","Vitamin E metabolism",Echs1; Fatp1; scu; yip2,Echs1 or Fatp1 or scu or yip2,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06473,"","7-carboxy-gamma-chromanol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => 5-carboxy-gamma-chromanol [Mitochondria][m] + acetyl-CoA [Mitochondria][m] + AMP [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m]","Vitamin E metabolism",Echs1; Fatp1; scu; yip2,Echs1 or Fatp1 or scu or yip2,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06482,"","13-carboxy-alpha-tocopherol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => 11-carboxy-alpha-chromanol [Mitochondria][m] + AMP [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m] + propanoyl-CoA [Mitochondria][m]","Vitamin E metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06484,"","11-carboxy-alpha-chromanol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => 9-carboxy-alpha-chromanol [Mitochondria][m] + acetyl-CoA [Mitochondria][m] + AMP [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m]","Vitamin E metabolism",Echs1; Fatp1; scu; yip2,Echs1 or Fatp1 or scu or yip2,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06486,"","9-carboxy-alpha-chromanol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => 7-carboxy-alpha-chromanol [Mitochondria][m] + AMP [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m] + propanoyl-CoA [Mitochondria][m]","Vitamin E metabolism",Echs1; Fatp1; scu; yip2,Echs1 or Fatp1 or scu or yip2,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR06488,"","7-carboxy-alpha-chromanol [Mitochondria][m] + ATP [Mitochondria][m] + CoA [Mitochondria][m] + 2 H2O [Mitochondria][m] + NAD+ [Mitochondria][m] + O2 [Mitochondria][m] => 5-carboxy-alpha-chromanol [Mitochondria][m] + acetyl-CoA [Mitochondria][m] + AMP [Mitochondria][m] + 2 H+ [Mitochondria][m] + H2O2 [Mitochondria][m] + NADH [Mitochondria][m] + PPi [Mitochondria][m]","Vitamin E metabolism",,,0,0.0700537963635838,0.0699837425672202,7.00537963635867e-05,7.00537963635867e-05,0.100000000000004,0
HSD,MAR00022,"","[protein]-N6-(lipoyl)lysine [Cytosol][c] + biotin [Cytosol][c] + CoA [Cytosol][c] + cobamide-coenzyme [Mitochondria][m] + cytochrome-C [Mitochondria][m] + FADH2 [Cytosol][c] + L-carnitine [Cytosol][c] + NADH [Cytosol][c] + NADPH [Cytosol][c] + riboflavin [Cytosol][c] + tetrahydrobiopterin [Cytosol][c] + THF [Cytosol][c] + ubiquinol [Mitochondria][m] + 0.1 vitamin A derivatives [Cytosol][c] + 0.1 vitamin D derivatives [Cytosol][c] + 0.1 vitamin E derivatives [Cytosol][c] => cofactors and vitamins [Cytosol][c]","Artificial reactions",,,0,0.700537963635838,0.699837425672202,0.000700537963635783,0.000700537963635783,0.0999999999999922,0
HSD,MAR00041,"Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADH)","3-decaprenyl-4-hydroxybenzoate [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m] + O2 [Mitochondria][m] => 3,4-dihydroxy-5-all-trans-decaprenylbenzoate [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m]","Ubiquinone synthesis",,,0,0,0,0,0,0,0
HSD,MAR00144,"Palmitoyl Coenzyme A Desaturase (N-C16:0CoA -> N-C16:1CoA)","H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] + palmitoyl-CoA [Cytosol][c] => 2 H2O [Cytosol][c] + NAD+ [Cytosol][c] + palmitoleoyl-CoA [Cytosol][c]","Fatty acid biosynthesis",Desat1,Desat1,0,0,0,0,0,0,0
HSD,MAR00146,"Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA)","H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] + stearoyl-CoA [Cytosol][c] => 2 H2O [Cytosol][c] + NAD+ [Cytosol][c] + oleoyl-CoA [Cytosol][c]","Fatty acid biosynthesis",Desat1,Desat1,0,0,0,0,0,0,0
HSD,MAR00147,"Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA)","H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] + stearoyl-CoA [Cytosol][c] => 2 H2O [Cytosol][c] + NAD+ [Cytosol][c] + 11-Octadecenoyl Coenzyme A [Cytosol][c]","Fatty acid biosynthesis",Desat1,Desat1,0,0,0,0,0,0,0
HSD,MAR00148,"Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA)","H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] + stearoyl-CoA [Cytosol][c] => (2E)-octadecenoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Fatty acid biosynthesis",Desat1,Desat1,0,0,0,0,0,0,0
HSD,MAR00150,"Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA)","H+ [Cytosol][c] + NADH [Cytosol][c] + O2 [Cytosol][c] + 11-Octadecenoyl Coenzyme A [Cytosol][c] => (6Z,9Z)-octadecadienoyl-CoA [Cytosol][c] + 2 H2O [Cytosol][c] + NAD+ [Cytosol][c]","Fatty acid biosynthesis",Cyt-b5-r,Cyt-b5-r,0,0,0,0,0,0,0
HSD,MAR00743,"Fatty-Acyl Coenzyme A Elongation (N-C18:3CoA)","gamma-linolenoyl-CoA [Cytosol][c] + 5 H+ [Cytosol][c] + malonyl-CoA [Cytosol][c] + 4 NADPH [Cytosol][c] + O2 [Cytosol][c] => CO2 [Cytosol][c] + CoA [Cytosol][c] + dihomo-gamma-linolenoyl-CoA [Cytosol][c] + 3 H2O [Cytosol][c] + 4 NADP+ [Cytosol][c]","Fatty acid biosynthesis",Baldspot,Baldspot,0,0,0,0,0,0,0
HSD,MAR00745,"Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA)","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA [Cytosol][c] + 5 H+ [Cytosol][c] + malonyl-CoA [Cytosol][c] + 4 NADPH [Cytosol][c] + O2 [Cytosol][c] => (8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA [Cytosol][c] + CO2 [Cytosol][c] + CoA [Cytosol][c] + 3 H2O [Cytosol][c] + 4 NADP+ [Cytosol][c]","Fatty acid biosynthesis",Baldspot,Baldspot,0,0,0,0,0,0,0
HSD,MAR00747,"Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA)","arachidonyl-CoA [Cytosol][c] + 5 H+ [Cytosol][c] + malonyl-CoA [Cytosol][c] + 4 NADPH [Cytosol][c] + O2 [Cytosol][c] => (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA [Cytosol][c] + CO2 [Cytosol][c] + CoA [Cytosol][c] + 3 H2O [Cytosol][c] + 4 NADP+ [Cytosol][c]","Fatty acid biosynthesis",Baldspot,Baldspot,0,0,0,0,0,0,0
HSD,MAR00749,"Fatty-Acyl Coenzyme A Elongation (N-C20:5CoA)","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [Cytosol][c] + 5 H+ [Cytosol][c] + malonyl-CoA [Cytosol][c] + 4 NADPH [Cytosol][c] + O2 [Cytosol][c] => (7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [Cytosol][c] + CO2 [Cytosol][c] + CoA [Cytosol][c] + 3 H2O [Cytosol][c] + 4 NADP+ [Cytosol][c]","Fatty acid biosynthesis",Baldspot,Baldspot,0,0,0,0,0,0,0
HSD,MAR00755,"Beta Oxidation of Long Chain Fatty Acid (Odd Chain)","6 CoA [Mitochondria][m] + 6 FAD [Mitochondria][m] + 6 H2O [Mitochondria][m] + 6 NAD+ [Mitochondria][m] + pentadecanoyl-CoA [Mitochondria][m] => 6 acetyl-CoA [Mitochondria][m] + 6 FADH2 [Mitochondria][m] + 6 H+ [Mitochondria][m] + 6 NADH [Mitochondria][m] + propanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR00772,"Beta Oxidation Fatty Acid","4 CoA [Mitochondria][m] + 3 FAD [Mitochondria][m] + 4 H2O [Mitochondria][m] + 4 NAD+ [Mitochondria][m] + palmitoleoyl-CoA [Mitochondria][m] => 4 acetyl-CoA [Mitochondria][m] + 3 FADH2 [Mitochondria][m] + 4 H+ [Mitochondria][m] + 4 NADH [Mitochondria][m] + octanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR00818,"Beta Oxidation of Fatty Acid","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA [Mitochondria][m] + 5 CoA [Mitochondria][m] + FAD [Mitochondria][m] + 5 H2O [Mitochondria][m] + 5 NAD+ [Mitochondria][m] => 5 acetyl-CoA [Mitochondria][m] + FADH2 [Mitochondria][m] + 5 H+ [Mitochondria][m] + 5 NADH [Mitochondria][m] + octanoyl-CoA [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR00923,"Beta Oxidation of Fatty Acid","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [Mitochondria][m] + CoA [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] => (6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA [Mitochondria][m] + acetyl-CoA [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR00970,"Beta Oxidation of Long Chain Fatty Acid","(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA [Mitochondria][m] + CoA [Mitochondria][m] + H2O [Mitochondria][m] + NAD+ [Mitochondria][m] => (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA [Mitochondria][m] + acetyl-CoA [Mitochondria][m] + H+ [Mitochondria][m] + NADH [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR01009,"Beta Oxidation of Med/Long Chain Fatty Acid","3 CoA [Mitochondria][m] + 3 FAD [Mitochondria][m] + 3 H2O [Mitochondria][m] + 3 NAD+ [Mitochondria][m] + octanoyl-CoA [Mitochondria][m] => 4 acetyl-CoA [Mitochondria][m] + 3 FADH2 [Mitochondria][m] + 3 H+ [Mitochondria][m] + 3 NADH [Mitochondria][m]","Fatty acid oxidation",Mcad,Mcad,0,0,0,0,0,0,0
HSD,MAR01036,"Fatty Acyl Coenzyme A Synthase (N-C8:0CoA), Lumped Reaction","acetyl-CoA [Cytosol][c] + 9 H+ [Cytosol][c] + 3 malonyl-CoA [Cytosol][c] + 6 NADPH [Cytosol][c] => 3 CO2 [Cytosol][c] + 3 CoA [Cytosol][c] + 3 H2O [Cytosol][c] + 6 NADP+ [Cytosol][c] + octanoyl-CoA [Cytosol][c]","Fatty acid biosynthesis",FASN1,FASN1,0,0,0,0,0,0,0
HSD,MAR02185," (3R)-3-Hydroxytetradecanoyl-[Acyl-Carrier-Protein]:NADP+ Oxidoreductase Fatty Acid Biosynthesis","HMA [Cytosol][c] + NADP+ [Cytosol][c] => 3-oxotetradecanoyl-[ACP] [Cytosol][c] + H+ [Cytosol][c] + NADPH [Cytosol][c]","Fatty acid biosynthesis",FASN1,FASN1,0,0,-0,0,0,0,0
