b_1,b_2
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Grx1 Grx1t,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
 Cyp12c1 Cyp49a1  Cubn mgl,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Cyp18a1,0
Cyp18a1,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
CG12376 CG14744,0
CG6126 CG4459 CG4462 CG4465 CG4630 CG7458 SLC22A,0
CG6126 CG4459 CG4462 CG4465 CG7458 SLC22A,0
CG33181,0
Ctr1A,0
CG3168 CG6126,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Npc1a,0
Snmp2 crq emp pes,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
Fatp1 Fatp2 Snmp2 fabp,0
,0
Eglp1,0
,0
CG6299,0
,0
CG10486 CG14855 CG14856 CG14857 CG16727 CG17751 CG17752 CG42269 CG5592 CG6231 CG7084 CG7333 CG7342,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D sbm,0
,0
 CG11069 CG31121  Atet,0
,0
CG5002 CG7912 Prestin,0
,0
CG13907 chk hrm CG8468,0
,0
,0
,0
,0
,0
,0
CG7882 Glut1 Tret1-2 sut1 sut2 sut3,0
,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Gat,0
CG10444 CG32669,0
CNT1 CNT2,0
Ent1 Ent2,0
Ent1 Ent2,0
slif,0
Glut1 Tret1-2,0
Rh50,0
,0
Ent1 Ent2,0
Drip Eglp1 Eglp2 Eglp3 Eglp4 Prip,0
,0
NaPi-III,0
NaPi-III,0
,0
CG13907 chk hrm CG8468,0
CD98hc JhI-21,0
Eaat1 Eaat2,0
Tpc1,0
,0
CG13907 chk hrm CG8468,0
Indy,0
Indy,0
CG5002 CG7912 Prestin,0
,0
,0
Eglp1 Eglp2,0
,0
CG6126 Ctl1 Ctl2 Orct Balat CG4459 CG4462 CG4465 CG7458 SLC22A,0
Ncc69,0
,0
,0
Glut1,0
CG13907 chk hrm CG8468,0
Ent1 Ent2,0
,0
CNT1 CNT2,0
Ent1 Ent2,0
,0
,0
,0
CG6126 CG4459 CG4462 CG4465 CG7458 SLC22A,0
,0
Glut1,0
CG6126 CG4459 CG4462 CG4465 CG4630 CG7458 SLC22A,0
,0
,0
Ent1 Ent2,0
Mco1 stw,0
Ent1 Ent2,0
,0
,0
,0
CG6126 CG4459 CG4462 CG4465 CG7458 SLC22A,0
CG13907 chk hrm CG8468,0
,0
CG6293,0
Rh50,0
CG7882 Glut1 Tret1-1 Tret1-2 sut1 sut2 sut3,0
Ent1 Ent3 Ent2,0
Ent1 Ent2,0
Ent1 Ent2,0
Ent1 Ent2,0
CNT1 CNT2,0
CNT1 CNT2,0
CNT1 CNT2,0
CNT1 CNT2,0
Ent1 Ent2,0
slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb mnd slif,0
slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb kar mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 CG1607 CG43066 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 CG1607 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 CG1607 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb kar mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb kar mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 CG1607 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb mnd slif,0
CG13384 CG1607 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 CG1607 JhI-21 gb mnd slif,0
  CG1607 JhI-21  CD98hc  CG13384 JhI-21 gb mnd slif,0
slif,0
CNT1 CNT2,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
LpR1 LpR2,0
LpR1 LpR2,0
,0
,0
CG43066 Eaat1 GlyT mah slif CG13794 CG13796,0
mah,0
CG43066 Eaat1 GlyT mah CG13794 CG13796,0
mah,0
CG43066 GlyT mah CG13794 CG13796,0
mah,0
CG43066 GlyT CG13794 CG13796,0
CD98hc CG43066 GlyT mah slif CG13794 CG13796,0
CG43066 GlyT CG13794 CG13796,0
CG43066 GlyT CG13794 CG13796,0
CG43066 GlyT CG13794 CG13796,0
CG43066 GlyT mah slif CG13794 CG13796,0
CG43066 GlyT mah CG13794 CG13796,0
CG15279 CG1698 CG43066 CG4476 CG8850 List NAAT1 Ntl mah,0
CG43066 GlyT Orct mah CG13794 CG13796 Balat,0
CG43066 GlyT mah CG13794 CG13796,0
Eaat1 Eaat2 colt,0
CG43066 Eaat1 Eaat2 colt,0
VGlut,0
GlyT mah CG13794 CG13796,0
NaPi-III,0
Nhe2 Nhe3,0
Ndae1,0
Irk2 Sur,0
CG11655 CG9903,0
CG11655 CG9903,0
CG11655 CG9903,0
CG11655 CG9903,0
CG11655 CG9903,0
,0
CG4562 CG7627,0
Eaat1 Eaat2,0
Ndae1,0
CG10444,0
GlyT CG13794 CG13796,0
GlyT,0
CD98hc CG1607 JhI-21,0
JhI-21,0
CD98hc CG1607 JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
  CG1607 JhI-21  CD98hc  JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
CD98hc CG1607 JhI-21,0
JhI-21,0
JhI-21,0
CD98hc CG1607 JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
CD98hc CG1607 JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
 CD98hc CG1607   CD98hc JhI-21 ,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
CD98hc CG1607 JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
CD98hc JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21 Ndae1,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
JhI-21,0
CD98hc JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
Eaat1 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
JhI-21 gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
Eaat1 gb mnd,0
Eaat1 gb mnd,0
Eaat1 gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
Eaat1 gb mnd,0
gb mnd,0
Eaat1 JhI-21 gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
Eaat1 gb mnd,0
Eaat1 gb mnd,0
Eaat1 gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
Eaat1 gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
Eaat1 gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
Eaat1 gb mnd,0
Eaat1 gb mnd,0
Eaat1 gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
Eaat1 gb mnd,0
gb mnd,0
gb mnd,0
Eaat1 gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
CD98hc gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
gb mnd,0
Mvl,0
Mvl Zip42C.1 Zip71B Zip89B foi gb mnd,0
kcc,0
Indy,0
,0
Indy,0
Indy,0
Indy gb mnd,0
Indy,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
CG13907 chk hrm CG8468,0
Oatp26F Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D kar,0
kar,0
Prestin,0
CG17036 CG6574,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp26F Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp26F Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp26F Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp26F Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
Oatp33Ea Oatp58Da Oatp58Db Oatp58Dc Oatp74D,0
